Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
BEX1,ENSG00000133169,0.615435966408128,0.422425002846531,0.5675698929991,0.00337239494185352,missense|LC,23103062791,X,103062791,
WDR43,ENSG00000163811,0.61543965655514,0.401713712755995,0.82739040804842,0.00190154718276058,missense|LC,2028894589,2,28894589,
RSPH6A,ENSG00000104941,0.615449261622465,0.866276618190837,0.3946097341398,-0.000325117109769648,missense|LC,19045790804,19,45790804,
TTC39A,ENSG00000085831,0.615632925224572,0.417616610200499,0.815808601035631,0.00201209930722412,missense|LC,1051288014,1,51288014,
ZC3H11A,ENSG00000058673,0.61563416237474,0.94750945234297,0.402343395685193,-0.000181878051993269,missense|LC,1203797437,1,203797437,
OARD1,ENSG00000124596,0.615634597664653,0.641911721376702,0.417431024814925,-0.00236647480567727,missense|LC,6041061250,6,41061250,
C10orf90,ENSG00000154493,0.615740839858294,0.971467234031086,0.41234108174528,0.0000554588863817113,missense|LC,10126425781,10,126425781,
PPIL1,ENSG00000137168,0.615839530757742,0.572285115544665,0.387969228111007,-0.00438861332431393,missense|LC,6036855727,6,36855727,
JAK3,ENSG00000105639,0.615843748131635,0.437069126245783,0.968350976454763,-0.00115184055981652,missense|LC,19017821217,19,17821217,
FAM25A,ENSG00000188100,0.615866246701324,0.417350771352475,0.989046075386929,-0.00593713966000634,missense|LC,10087020189,10,87020189,
RBIS,ENSG00000176731,0.615882042008374,0.471843523989326,0.506690526613251,0.00241501992256198,missense|LC,8085209057,8,85209057,
SQLE,ENSG00000104549,0.615927476025969,0.401690512559088,0.887260540074032,-0.00909739994182167,missense|LC,8124999302,8,124999302,
PDE5A,ENSG00000138735,0.615959411265842,0.912115437484213,0.432969726945318,-0.000189544398835656,missense|LC,4119498510,4,119498510,
MRPL38,ENSG00000204316,0.616035379611823,0.415291072141724,0.60118269241769,-0.00164967542143758,missense|LC,17075896372,17,75896372,
AL133353.2,ENSG00000285932,0.616139917087685,0.412074713814138,0.524488489090376,0.00509211886194883,missense|LC,10099659833,10,99659833,
IGLL5,ENSG00000254709,0.616148170627423,0.51354696438714,0.425344749782912,0.00135647269813324,missense|LC,22022887998,22,22887998,
THNSL2,ENSG00000144115,0.616209866935872,0.487021157385368,0.400640616672213,0.00202930361179478,missense|LC,2088173133,2,88173133,
TSGA13,ENSG00000213265,0.616297937048705,0.412634208179924,0.608688264858512,-0.00296208641106589,missense|LC,7130666854,7,130666854,
CA14,ENSG00000118298,0.61630104664788,0.444678730882973,0.414876769811213,0.00270139822259843,missense|LC,1150258071,1,150258071,
C12orf42,ENSG00000179088,0.616405766249828,0.681733738243007,0.403817622503869,0.00109278616080457,missense|LC,12103302021,12,103302021,
AOX1,ENSG00000138356,0.616418318295608,0.387566883858283,0.921177565019483,0.00171703661258273,missense|LC,2200583381,2,200583381,
TCERG1,ENSG00000113649,0.616444562110975,0.855685678934357,0.400949848365526,-0.000343282076712025,missense|LC,5146447233,5,146447233,
BEGAIN,ENSG00000183092,0.616554013120388,0.43307258705641,0.666325427389696,0.00169143561942767,missense|LC,14100537824,14,100537824,
HMGB4,ENSG00000176256,0.616581377777564,0.942241656530385,0.442428915822859,-0.000140929000964322,missense|LC,1033864112,1,33864112,
H1-3,ENSG00000124575,0.616606119545072,0.576644531618263,0.423960709478792,-0.000874135134614404,missense|LC,6026234179,6,26234179,
SH3BP5,ENSG00000131370,0.616631303997583,0.431842042310038,0.903546633430396,0.00152837851609592,missense|LC,3015250908,3,15250908,
GUCD1,ENSG00000138867,0.616681000203485,0.901182631182514,0.400841711970835,-0.00054644575558989,missense|LC,22024542972,22,24542972,
SLC39A10,ENSG00000196950,0.616719562436253,0.837939485377652,0.39361185270234,-0.000757683191969002,missense|LC,2195657307,2,195657307,
AC093155.3,ENSG00000267561,0.616729242344469,0.9258642378094,0.422568204833496,0.00173951954935467,missense|LC,1086992990,1,86992990,
KIAA1586,ENSG00000168116,0.616735457272422,0.395145918803278,0.456590953945956,0.00167919976720533,missense|LC,6057046611,6,57046611,
GPD1L,ENSG00000152642,0.616776060072047,0.874554882483128,0.413781031318966,0.000626300124613505,missense|LC,3032106607,3,32106607,
NPM2,ENSG00000158806,0.616808502468811,0.40389921713184,0.578366791236914,-0.00287969257085341,missense|LC,8022025151,8,22025151,
HAGHL,ENSG00000103253,0.616809378930573,0.383552530402707,0.594532000755603,0.00440344772220122,missense|LC,16000722267,16,722267,
LIX1L,ENSG00000271601,0.616826060069481,0.693178104038626,0.415607359157571,-0.00149065310168567,missense|LC,1145936211,1,145936211,
FADS1,ENSG00000149485,0.61696998669909,0.391614529243642,0.985788901664911,-0.00533527513057169,missense|LC,11061795273,11,61795273,
MRPS18A,ENSG00000096080,0.617007635520739,0.788748386630479,0.395914796017386,0.00124952605562579,missense|LC,6043666375,6,43666375,
TGFBR3,ENSG00000069702,0.61713483436297,0.41703669085943,0.998921406313829,-0.00138916495717291,missense|LC,1091683678,1,91683678,
CCDC7,ENSG00000216937,0.617166680711086,0.757075961963617,0.406764480198949,-0.000426336070569358,missense|LC,10032451646,10,32451646,
ZDHHC2,ENSG00000104219,0.617227470452418,0.500314324781493,0.442257060181949,-0.00144851446329089,missense|LC,8017156612,8,17156612,
STPG2,ENSG00000163116,0.617303674143449,0.838699696062184,0.437069063081583,0.000565148379172381,missense|LC,4097559010,4,97559010,
LBR,ENSG00000143815,0.617423972936495,0.391634531147533,0.729623109106165,0.00238155669129274,missense|LC,1225398410,1,225398410,
HDAC8,ENSG00000147099,0.617468737747788,0.721076248809206,0.403588155299116,0.00228288594345836,missense|LC,23072329596,X,72329596,
ZNF208,ENSG00000160321,0.617476021157351,0.400638244903125,0.685507970941598,-0.000911517423870674,missense|LC,19021970800,19,21970800,
CAMKV,ENSG00000164076,0.617484038069016,0.472563458094516,0.408477591986542,-0.00301546817601297,missense|LC,3049856299,3,49856299,
EPS15,ENSG00000085832,0.617519896981079,0.481718680045903,0.421253347034362,-0.00132266471755499,missense|LC,1051356633,1,51356633,
SOX7,ENSG00000171056,0.617524011158165,0.428698492501941,0.982214777786402,0.00174224724356254,missense|LC,8010725654,8,10725654,
PREX2,ENSG00000046889,0.617551251111197,0.84589466077152,0.40956451984162,0.00315896188800037,missense|LC,8067952300,8,67952300,
OR6C2,ENSG00000179695,0.61758521570881,0.418993159142011,0.552115365115568,-0.00198858818104214,missense|LC,12055452174,12,55452174,
TNFSF9,ENSG00000125657,0.617638618497617,0.435817761123458,0.922889964145111,-0.00177506280480923,missense|LC,19006530912,19,6530912,
PHLPP2,ENSG00000040199,0.617646702765746,0.629802933062282,0.411084398781667,0.000764073264589587,missense|LC,16071640292,16,71640292,
CTAGE6,ENSG00000271321,0.617673488289896,0.397214151465831,0.415175969992967,-0.00456940261885848,missense|LC,7143756115,7,143756115,
ZNF134,ENSG00000213762,0.617677616581231,0.409526053956102,0.459013304821428,-0.00177122760615579,missense|LC,19057619361,19,57619361,
POLR2J3,ENSG00000168255,0.617755849556825,0.536763751556616,0.505060494075804,-0.0020275169849843,missense|LC,7102541571,7,102541571,
ZNF786,ENSG00000197362,0.617797665137463,0.795250178684057,0.408554966887874,0.000421404315229791,missense|LC,7149070306,7,149070306,
NECAP1,ENSG00000089818,0.617804635738447,0.844889244963839,0.389858316261086,-0.0011831701824165,missense|LC,12008081286,12,8081286,
EOMES,ENSG00000163508,0.617878921205785,0.424637343746801,0.867273081347516,0.00147533201426304,missense|LC,3027717009,3,27717009,
PRDM15,ENSG00000141956,0.617954525881951,0.642261258967074,0.414951877154429,0.000789879609187855,missense|LC,21041801165,21,41801165,
FCF1,ENSG00000119616,0.618054190153018,0.449196763426154,0.977543069064551,-0.00232565700923195,missense|LC,14074713053,14,74713053,
H3C12,ENSG00000197153,0.618099339703085,0.395791820146698,0.98971346948584,-0.0118584877439036,missense|LC,6027890306,6,27890306,
SLC51B,ENSG00000186198,0.618142520857159,0.421501296391262,0.94510918207789,-0.00554522475473613,missense|LC,15065049943,15,65049943,
TLE6,ENSG00000104953,0.618208875453634,0.395419466491969,0.975541726461608,-0.00197602404736011,missense|LC,19002978141,19,2978141,
AL512506.3,ENSG00000281883,0.618298572947559,0.507960036584924,0.4415751119687,0.00493652923902117,missense|LC,13043880931,13,43880931,
ORAI2,ENSG00000160991,0.618316499434711,0.491263113971699,0.392534646366802,-0.00434687295679275,missense|LC,7102436233,7,102436233,
C16orf86,ENSG00000159761,0.618341677343111,0.818501479500945,0.386007782634911,0.0010820763687484,missense|LC,16067661814,16,67661814,
SLC38A1,ENSG00000111371,0.618378432562238,0.7613166209122,0.441452311882273,0.000842302091784011,missense|LC,12046196065,12,46196065,
XRRA1,ENSG00000166435,0.618472205574147,0.407751974672183,0.917476053548725,0.0014789047314018,missense|LC,11074835502,11,74835502,
CALCA,ENSG00000110680,0.618549990033743,0.453918175694221,0.670438722682701,0.00184570045305783,missense|LC,11014968508,11,14968508,
PSMC2,ENSG00000161057,0.618553638316592,0.395680344589657,0.976317536918181,-0.00729678260604089,missense|LC,7103341708,7,103341708,
NSMCE2,ENSG00000156831,0.61862552719297,0.401187278602896,0.527684191891766,-0.00545028496434782,missense|LC,8125102285,8,125102285,
NLN,ENSG00000123213,0.61862879751036,0.402317417677883,0.759021254462573,-0.00186727949416044,missense|LC,5065720602,5,65720602,
RRM1,ENSG00000167325,0.618642774890705,0.420651100669546,0.807440493933873,-0.00229550754961693,missense|LC,11004091174,11,4091174,
H2AC16,ENSG00000276903,0.618716043027727,0.748714685556977,0.393952738113116,-0.00221941901436081,missense|LC,6027865244,6,27865244,
TMEM119,ENSG00000183160,0.618822150825415,0.390901483747834,0.794835754650028,-0.00323949340234193,missense|LC,12108591428,12,108591428,
RRP9,ENSG00000114767,0.618967563100422,0.476976989977082,0.423605240284322,0.00154274962605846,missense|LC,3051933454,3,51933454,
CD8A,ENSG00000153563,0.619006168384058,0.397170410505413,0.643737580221385,0.00449609338854825,missense|LC,2086785881,2,86785881,
SMIM24,ENSG00000095932,0.619023274143019,0.462824380200301,0.396518041637646,0.00540089324284463,missense|LC,19003474721,19,3474721,
STYK1,ENSG00000060140,0.61906163954881,0.407642037004424,0.999871929449309,-0.00233243187717971,missense|LC,12010620063,12,10620063,
GDA,ENSG00000119125,0.61924789109888,0.396218587558891,0.625977097894933,-0.00378629158187988,missense|LC,9072149450,9,72149450,
HSF5,ENSG00000176160,0.619260212241911,0.434361039718404,0.838510958214299,-0.00125787582783399,missense|LC,17058415241,17,58415241,
SDC4,ENSG00000124145,0.619444129868105,0.402520244492549,0.454816508207814,-0.00380471888932686,missense|LC,20045327176,20,45327176,
ATXN2L,ENSG00000168488,0.619452359556312,0.894929461332263,0.404889398740626,0.000285923800835779,missense|LC,16028823194,16,28823194,
GPHN,ENSG00000171723,0.619635643267877,0.799132558463642,0.456353316111769,-0.000619188362561288,missense|LC,14066508462,14,66508462,
TRPC5OS,ENSG00000204025,0.619651911663739,0.435644843936532,0.951452308641963,-0.00724627941780993,missense|LC,23111901815,X,111901815,
UPK1A,ENSG00000105668,0.61965584526503,0.839284129167813,0.440217128974126,0.00038803595172215,missense|LC,19035666726,19,35666726,
SERPINA3,ENSG00000196136,0.619683912373098,0.425604533610301,0.999309209789244,-0.00171233856474362,missense|LC,14094612340,14,94612340,
AC004997.1,ENSG00000248751,0.619703621552334,0.805378653661229,0.403546074637608,0.000719047193314139,missense|LC,22030285575,22,30285575,
POMP,ENSG00000132963,0.619760927183094,0.758006964279572,0.475146749531817,-0.00157638948146383,missense|LC,13028659041,13,28659041,
MYH14,ENSG00000105357,0.619833785431355,0.955222013426618,0.398717684512621,-0.000066082051100093,missense|LC,19050210277,19,50210277,
AGTRAP,ENSG00000177674,0.619867714294776,0.687109820184133,0.443930653329312,-0.00168651739375653,missense|LC,1011736082,1,11736082,
TMEM44,ENSG00000145014,0.619887465667854,0.406875717297008,0.536417463908436,0.00160351925388196,missense|LC,3194588465,3,194588465,
DUSP12,ENSG00000081721,0.619905207591466,0.45098776349378,0.690846110131798,-0.00200229733846402,missense|LC,1161749707,1,161749707,
MEP1A,ENSG00000112818,0.619908813863854,0.434822746919399,0.935204497845118,-0.00144393484217132,missense|LC,6046793323,6,46793323,
BLNK,ENSG00000095585,0.619963695663254,0.419089060322283,0.414255407339739,0.0018298792802908,missense|LC,10096191862,10,96191862,
MAPRE2,ENSG00000166974,0.620034400914117,0.403260479954935,0.931240570437046,-0.00861425580382347,missense|LC,18035041243,18,35041243,
KCNT1,ENSG00000107147,0.620077866159773,0.412020920107163,0.762594651467437,-0.000969462892187623,missense|LC,9135697372,9,135697372,
ZBED2,ENSG00000177494,0.620105020584141,0.467756651999343,0.454445546372792,0.00176075162111769,missense|LC,3111593425,3,111593425,
BX276092.9,ENSG00000283599,0.6201444556888,0.441637963033923,0.558869895265781,0.0010138058551677,missense|LC,23071663218,X,71663218,
KMT2A,ENSG00000118058,0.620152344801436,0.642757467000818,0.398233991908321,0.000576777832193511,missense|LC,11118436448,11,118436448,
KLF14,ENSG00000266265,0.620180450467453,0.455571775022078,0.9638750970591,-0.00159934347559608,missense|LC,7130732947,7,130732947,
IFT140,ENSG00000187535,0.62022501644334,0.514770883077019,0.401190967044215,0.00076653810184874,missense|LC,16001505427,16,1505427,
AC007375.2,ENSG00000259164,0.620241747938445,0.442380563682635,0.994240020720344,-0.00863991058313167,missense|LC,14077105615,14,77105615,
CSK,ENSG00000103653,0.620251567843905,0.398943918326601,0.791391086554622,0.00514412021154746,missense|LC,15074798196,15,74798196,
RTP3,ENSG00000163825,0.620348953925731,0.707604304297754,0.406500416219186,-0.00174171239235741,missense|LC,3046497976,3,46497976,
ACBD5,ENSG00000107897,0.620368715180408,0.407641889509556,0.794275585357676,0.00252359035259726,missense|LC,10027197364,10,27197364,
KDM3A,ENSG00000115548,0.620369350920214,0.404446753078187,0.588768671773026,-0.00151179488556285,missense|LC,2086441961,2,86441961,
BEND4,ENSG00000188848,0.620653826845349,0.403390844873772,0.417948871247156,0.00224695007417555,missense|LC,4042117476,4,42117476,
TMEM235,ENSG00000204278,0.62067171604861,0.870905135090868,0.418253789515825,-0.000449387529607519,missense|LC,17078231316,17,78231316,
TP53TG3D,ENSG00000205456,0.620677233134458,0.654333982703322,0.417127302753687,-0.00329300505888121,missense|LC,16032253494,16,32253494,
COLGALT1,ENSG00000130309,0.620680344426677,0.408771881374483,0.757260078654915,-0.00146966149558948,missense|LC,19017553190,19,17553190,
FZD7,ENSG00000155760,0.620691943561484,0.948795190207043,0.380344173704129,-0.000296248008185478,missense|LC,2202034574,2,202034574,
WSB1,ENSG00000109046,0.620773956665365,0.696842054723241,0.408084558208462,0.00131799401501266,missense|LC,17027294268,17,27294268,
ELP3,ENSG00000134014,0.62078976052639,0.395121904777872,0.870474072855816,0.00278548286194441,missense|LC,8028093074,8,28093074,
KRTAP21-1,ENSG00000187005,0.620858577021781,0.704250611740038,0.435391390729957,-0.00113976885862645,missense|LC,21030754991,21,30754991,
CSF2RB,ENSG00000100368,0.620978045352567,0.398971525218234,0.829511491481693,-0.00168001505503206,missense|LC,22036922136,22,36922136,
C4orf47,ENSG00000205129,0.621070672742379,0.57891132977843,0.417022449003571,-0.00188088250069631,missense|LC,4185429395,4,185429395,
TUSC2,ENSG00000114383,0.621205767413485,0.870666061780869,0.404124479486625,-0.00218567237238043,missense|LC,3050319910,3,50319910,
DPY19L3,ENSG00000178904,0.621212240268226,0.400730376814215,0.782947568070549,-0.00290342792023944,missense|LC,19032408215,19,32408215,
ALDH2,ENSG00000111275,0.621353342983787,0.921684220072707,0.395050520999815,0.000312917012059221,missense|LC,12111766911,12,111766911,
DPPA5,ENSG00000203909,0.621361424340765,0.439856325038679,0.962186615190118,-0.00449178590080102,missense|LC,6073353216,6,73353216,
NOC3L,ENSG00000173145,0.621431805612241,0.754543966153608,0.421159507374764,0.000583826352802724,missense|LC,10094334190,10,94334190,
RAD17,ENSG00000152942,0.621619587341869,0.426519793091153,0.663686404539361,0.00163108122193208,missense|LC,5069364878,5,69364878,
ZNF670-ZNF695,ENSG00000135747,0.621631266820038,0.40350664510487,0.862603074329174,-0.00893515449034852,missense|LC,1246945705,1,246945705,
MMP15,ENSG00000102996,0.621730993647966,0.39403471671061,0.450982947606672,0.00192774817348191,missense|LC,16058026224,16,58026224,
STMN1,ENSG00000117632,0.621775792299266,0.421809351760766,0.492998388931729,-0.00687048487371019,missense|LC,1025885598,1,25885598,
DBNL,ENSG00000136279,0.621792865724091,0.966278788457186,0.41441928771174,0.000108104687444303,missense|LC,7044040244,7,44040244,
PIGP,ENSG00000185808,0.621798015897545,0.410445521884451,0.787482578721689,0.00464572554915781,missense|LC,21037065498,21,37065498,
MRPL18,ENSG00000112110,0.621824350983082,0.443967545836695,0.416752034624289,0.00318105627723419,missense|LC,6159785473,6,159785473,
SUPT16H,ENSG00000092201,0.621884062530773,0.427160507528304,0.439857595953598,0.00233023951607661,missense|LC,14021348126,14,21348126,
YOD1,ENSG00000180667,0.621903283960269,0.409523039821361,0.951733548315576,-0.00360256301882665,missense|LC,1207048949,1,207048949,
TMIGD1,ENSG00000182271,0.62190888590536,0.400631669632525,0.956939536585905,0.00414335037722246,missense|LC,17030316608,17,30316608,
PLEKHN1,ENSG00000187583,0.621909217240318,0.408948094781222,0.868099634786146,-0.000933197070276291,missense|LC,1000961483,1,961483,
LAMP3,ENSG00000078081,0.621949774197879,0.414999016472813,0.981342628131336,0.00296855319228069,missense|LC,3183123994,3,183123994,
EMG1,ENSG00000126749,0.621995150442702,0.411620503363398,0.401375744325621,0.00461259356976332,missense|LC,12006965914,12,6965914,
PRICKLE1,ENSG00000139174,0.622062287801512,0.85144531637069,0.441874466895594,0.000324888263241226,missense|LC,12042459714,12,42459714,
TIGIT,ENSG00000181847,0.622102710709379,0.424420235190112,0.615485068541373,0.00210332581985723,missense|LC,3114294010,3,114294010,
LDLRAD1,ENSG00000203985,0.622260328989974,0.618101503120054,0.41696584561294,0.0018385660389526,missense|LC,1054008905,1,54008905,
TTK,ENSG00000112742,0.622263225322751,0.403550258055808,0.563296080855168,0.00219979146723373,missense|LC,6080005747,6,80005747,
APH1A,ENSG00000117362,0.622398415162533,0.649774355685145,0.400497476756879,-0.00374404740025849,missense|LC,1150261400,1,150261400,
FAM171B,ENSG00000144369,0.622435609625786,0.429766018152368,0.831408020320598,-0.00145047733495312,missense|LC,2186694039,2,186694039,
KLHDC9,ENSG00000162755,0.622520326058738,0.850177870370739,0.433842775554791,-0.000561548141208953,missense|LC,1161098449,1,161098449,
TPX2,ENSG00000088325,0.622532636775972,0.786409308272405,0.429974178127819,-0.000505898174793846,missense|LC,20031757424,20,31757424,
HNRNPA1,ENSG00000135486,0.622542738884254,0.828472828486132,0.402469763229844,0.00148992469371931,missense|LC,12054280716,12,54280716,
FAM222A,ENSG00000139438,0.622621463014079,0.395812676830807,0.620444551109705,-0.00246287920091093,missense|LC,12109720020,12,109720020,
NEURL4,ENSG00000215041,0.622644033668835,0.795191960092412,0.415056441867932,0.000304880710267299,missense|LC,17007310628,17,7310628,
HS2ST1,ENSG00000153936,0.622669255574336,0.425143379231537,0.75901462675661,-0.0153326579468771,missense|LC,1086913967,1,86913967,
MCM7,ENSG00000166508,0.622740475177447,0.627691793301227,0.413352197933448,-0.000851896661823702,missense|LC,7100088895,7,100088895,
DRD1,ENSG00000184845,0.622801491129249,0.802288829596382,0.399750531097848,0.00112041615022477,missense|LC,5175441647,5,175441647,
IPMK,ENSG00000151151,0.622928208489509,0.465786739730547,0.695255437487546,-0.00179069823822599,missense|LC,10058195998,10,58195998,
CES1,ENSG00000198848,0.622999296263745,0.418324536934723,0.767072685308395,-0.00142042924038122,missense|LC,16055810411,16,55810411,
PTGES,ENSG00000148344,0.62301073725045,0.429639463691404,0.409654255836527,-0.00493826204858297,missense|LC,9129739479,9,129739479,
MRPL37,ENSG00000116221,0.623072886659183,0.419025064265445,0.817986991325103,-0.00174857478064254,missense|LC,1054195302,1,54195302,
NPIPB5,ENSG00000243716,0.623098501496666,0.714782737767805,0.425027951889325,0.00278543746848273,missense|LC,16022533980,16,22533980,
PRCD,ENSG00000214140,0.623202895653203,0.448341521846221,0.751498184931869,-0.00511451039444051,missense|LC,17076537282,17,76537282,
PIK3CB,ENSG00000051382,0.623353110630898,0.766044371712912,0.389631872091371,-0.000995794966109074,missense|LC,3138655319,3,138655319,
TXLNG,ENSG00000086712,0.623481855752081,0.644121927029583,0.407436065846069,0.00114199281481696,missense|LC,23016786433,X,16786433,
POLDIP3,ENSG00000100227,0.623572931943374,0.600787438644306,0.422277243586418,0.00161638911809214,missense|LC,22042580188,22,42580188,
PTX3,ENSG00000163661,0.623576687390385,0.422063089334233,0.855009048386656,0.00164020967869775,missense|LC,3157436830,3,157436830,
ATG12,ENSG00000145782,0.6235839438956,0.881689187462617,0.395318102231687,-0.00103343443709373,missense|LC,5115831733,5,115831733,
SRGAP3,ENSG00000196220,0.623648441815468,0.402531073245513,0.977594731273571,-0.00247040301959453,missense|LC,3008985332,3,8985332,
LEF1,ENSG00000138795,0.623676284487384,0.986148012084005,0.449518310544676,-0.0000233275227724792,missense|LC,4108048632,4,108048632,
PRAMEF12,ENSG00000116726,0.623764705439438,0.451049213166617,0.698355863870274,0.00137785680644526,missense|LC,1012774783,1,12774783,
PIGR,ENSG00000162896,0.623873442041159,0.721641769842193,0.404992311002418,0.000638565141444824,missense|LC,1206930248,1,206930248,
FUBP3,ENSG00000107164,0.623878106486715,0.993658068915097,0.407650344822176,0.0000114922669872417,missense|LC,9130579621,9,130579621,
RFWD3,ENSG00000168411,0.623918636175852,0.763196361503057,0.394541298548299,0.000862227092281442,missense|LC,16074623841,16,74623841,
KRTAP19-5,ENSG00000186977,0.624083496044134,0.978392092633618,0.417844636755111,0.000167872390860878,missense|LC,21030496762,21,30496762,
GALNT3,ENSG00000115339,0.624109476258469,0.883246087026072,0.398782164899561,0.000483435235096535,missense|LC,2165748710,2,165748710,
OR6K2,ENSG00000196171,0.624275025358196,0.461507135082537,0.654757778586536,0.00106319679178443,missense|LC,1158699678,1,158699678,
BHLHA15,ENSG00000180535,0.624353153943962,0.673368280322559,0.413231322465637,-0.00187321917023979,missense|LC,7098212207,7,98212207,
ZDHHC8,ENSG00000099904,0.624444550932121,0.415153185869536,0.628007515588074,-0.00159744214947876,missense|LC,22020126952,22,20126952,
DMAC2L,ENSG00000125375,0.62453298157176,0.422200740537269,0.409744168973479,0.00479403307524466,missense|LC,14050311887,14,50311887,
BUB3,ENSG00000154473,0.624611625267393,0.880135839169951,0.396084923942211,0.00121627102997946,missense|LC,10123149489,10,123149489,
SMG7,ENSG00000116698,0.624656225942129,0.436556951715731,0.552169733283199,0.00125338583172923,missense|LC,1183472525,1,183472525,
MOV10,ENSG00000155363,0.624669768306735,0.421775449766688,0.702664242258115,0.00159145462101192,missense|LC,1112669509,1,112669509,
DOCK8,ENSG00000107099,0.624732171492659,0.485527335465701,0.404205828971386,0.000741864345175136,missense|LC,9000214865,9,214865,
GAD2,ENSG00000136750,0.624811908008511,0.437669855700155,0.557203145539225,0.00108020494476854,missense|LC,10026211775,10,26211775,
NDUFC1,ENSG00000109390,0.624940313137691,0.417832788049445,0.666831483682178,-0.00812037508088796,missense|LC,4139292535,4,139292535,
RAD52,ENSG00000002016,0.625002495342435,0.562298826579697,0.395865350858599,0.00285973583273091,missense|LC,12000906733,12,906733,
EFNA4,ENSG00000243364,0.625090710748247,0.506657222972383,0.44512974507237,-0.00209114646086008,missense|LC,1155058761,1,155058761,
OSBPL7,ENSG00000006025,0.625100235858531,0.973150218290296,0.431761956803175,0.000065439267687416,missense|LC,17047808250,17,47808250,
UBIAD1,ENSG00000120942,0.625121304023562,0.552301859548016,0.398666792313604,-0.00382843286579559,missense|LC,1011273423,1,11273423,
ALDH3B1,ENSG00000006534,0.625399664432589,0.679657198768099,0.404544672961235,-0.000891143269775966,missense|LC,11068015198,11,68015198,
DRD3,ENSG00000151577,0.625498542257305,0.402614395452721,0.911822244391029,-0.00361026619206885,missense|LC,3114128619,3,114128619,
YME1L1,ENSG00000136758,0.625629274304887,0.392161101215094,0.983166942799341,-0.00368631601483671,missense|LC,10027111880,10,27111880,
LTV1,ENSG00000135521,0.625654617926008,0.709456622533154,0.448356403779498,-0.00081036751026227,missense|LC,6143843381,6,143843381,
WFDC12,ENSG00000168703,0.625741846894422,0.747254241315979,0.401728608699763,0.00262486594622433,missense|LC,20045123777,20,45123777,
SLC8A1,ENSG00000183023,0.62580259808642,0.586198522020549,0.410844086975499,0.00137469070634481,missense|LC,2040115197,2,40115197,
TMEM186,ENSG00000184857,0.625847218711065,0.419935041114597,0.422200683355816,-0.00196426344795294,missense|LC,16008795849,16,8795849,
IST1,ENSG00000182149,0.625869010466938,0.431630352857713,0.408587132978221,0.00247061208328633,missense|LC,16071894782,16,71894782,
CD3EAP,ENSG00000117877,0.62588474303121,0.449770078326125,0.43288793254472,-0.00164208894398419,missense|LC,19045404911,19,45404911,
PGGT1B,ENSG00000164219,0.625938981368056,0.44578501602828,0.547437942394403,-0.00294372281128716,missense|LC,5115212240,5,115212240,
LRTM2,ENSG00000166159,0.625939155378105,0.786620576159611,0.420058918482196,-0.000638187474096257,missense|LC,12001828054,12,1828054,
RAB39A,ENSG00000179331,0.626018148044224,0.403946907557139,0.670799722307844,-0.00735892432718977,missense|LC,11107928493,11,107928493,
ELAVL2,ENSG00000107105,0.626056747593606,0.397879797881271,0.983003528606862,-0.00519373304602663,missense|LC,9023692461,9,23692461,
DEFB136,ENSG00000205884,0.62608042982811,0.4118058866038,0.698066837701802,0.0067104169799051,missense|LC,8011973826,8,11973826,
ZMYM1,ENSG00000197056,0.626127938092126,0.417059575300077,0.574579333823082,0.00162444742002055,missense|LC,1035030468,1,35030468,
TNFRSF9,ENSG00000049249,0.626175125434054,0.708605363309718,0.44406969580195,0.00110702840113276,missense|LC,1007920794,1,7920794,
IL1RN,ENSG00000136689,0.626304536013871,0.409969686345915,0.937743764094929,-0.00487221889044478,missense|LC,2113118007,2,113118007,
GON4L,ENSG00000116580,0.626329933026027,0.4082636658924,0.64316231254141,0.00117804430640005,missense|LC,1155746206,1,155746206,
MATN4,ENSG00000124159,0.626344856006663,0.55833225671715,0.418801968086284,0.000918694820983996,missense|LC,20045293681,20,45293681,
GNPDA2,ENSG00000163281,0.626384448289132,0.780151441041813,0.390175844136024,0.00237948480065923,missense|LC,4044697371,4,44697371,
SLC19A1,ENSG00000173638,0.626469002420505,0.404453498927892,0.926659624038266,-0.00167567555927769,missense|LC,21045507566,21,45507566,
KLF15,ENSG00000163884,0.626552197531298,0.598887253690827,0.399740976312263,-0.00196041622393617,missense|LC,3126343655,3,126343655,
TAFA5,ENSG00000219438,0.626562744241739,0.416300334042135,0.482900085139402,-0.0051088071249481,missense|LC,22048489542,22,48489542,
OR2M4,ENSG00000171180,0.626662454378798,0.460068786288993,0.898156615365255,0.00169904612719963,missense|LC,1248238885,1,248238885,
MARVELD2,ENSG00000152939,0.626675497772627,0.957340576290555,0.426113529607629,0.0000998475184454548,missense|LC,5069410443,5,69410443,
MMP21,ENSG00000154485,0.62668412671928,0.410971246278328,0.436708942483586,0.00162184029143023,missense|LC,10125763225,10,125763225,
AL590560.2,ENSG00000256029,0.626707872093601,0.420390019981315,0.916856620906922,-0.00572393053282299,missense|LC,1159854567,1,159854567,
EIF3M,ENSG00000149100,0.626708023162548,0.398575617250538,0.778318935016485,-0.00504612230586581,missense|LC,11032583763,11,32583763,
DACT1,ENSG00000165617,0.626784579080289,0.404266457118241,0.608633580089535,0.00178975089972725,missense|LC,14058638179,14,58638179,
